sexo_cliente,region_cliente,nacionalidad_cliente,direccion_cliente,edad_cliente,codigo_cliente,nombre_cliente,numero_hijos_cliente,puntos_acumulados_cliente,estado_civil_cliente,total_compras_cliente,fecha_nacimiento_cliente,profesion_cliente
Hombre,Norte-Europa,Reino-Unido,64-Kent-Road--Liverpool-L3-5UX,50,3276821P,Payne-Denis,3,13,Divorciado/a,14,1968-02-29,Ama-de-Casa
Mujer,Sur-Europa,Espana,Paseo-Reina-Cristina--7--Madrid-28010,63,1638422O,Ortega-Gisbert-Magdalena,0,10,Soltero/a,11,1955-04-26,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,309-SW-26th-St -Fort-Lauderdale--FL-33029,43,2752569A,Adams-Joseph,0,9,Soltero/a,8,1975-06-10,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,50-Rue-de-Richelieu---75002-Paris,65,0327719K,Kennedy-Edgar,2,7,Divorciado/a,6,1953-11-02,Doctores-&-Profesionales-de-la-Salud
Empresa,Norteamerica,Estados-Unidos,13-Carmine-St -New-York--NY-10010,50,4128774B,Brenda,NULL,48,NULL,22,1968-10-18,Servicios
Hombre,Sur-Europa,Espana,Sant-Joan-Bosco-28-08014-Barcelona,51,1441812A,Asensio-Laseca-MiguelAngel,4,7,Divorciado/a,3,1967-08-26,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,28-30-London-Bridge--London-NW1,82,2818074H,Holmes-Edward,3,7,Casado/a,6,1936-03-01,Ingenieros-&-Especialistas
Empresa,Norte-Europa,Reino-Unido,41-Boulevard-Saint-Michel---75002-Paris,57,1769486N,Nyla,NULL,8,NULL,4,1961-03-29,Servicios
Mujer,Norteamerica,Estados-Unidos,62-Chelsea-Piers-#-200a -New-York--NY-10004,65,1114115S,Santer-Judith,0,9,Divorciado/a,7,1953-05-10,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,via-del-Corso--331-Roma,65,3932206B,Blasco-Heredia-Luis,0,9,Soltero/a,11,1953-07-05,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,12-Rue-de-Boulainvilliers---75001-Paris,74,0327708W,Wiffort-Thomas,0,8,Soltero/a,12,1944-10-19,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,76-Rue-Raymond-Losserand---75001-Paris,39,3473442K,Kennedy-James,0,8,Soltero/a,1,1979-10-28,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Via-Tagliamento--9--Milano,83,2293774A,Avellaneda-Alcazar-Francisco,0,9,Casado/a,6,1935-07-07,Architectos-Decoradores-&-Humanistas
Mujer,Norteamerica,Estados-Unidos,132-W-32nd-St -New-York--NY-10005,76,0655367S,Scanlon-Esther,1,11,Divorciado/a,10,1942-10-25,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,41-Avenue-Marceau---75003-Paris,65,1114120H,Hacker-Peter,0,9,Casado/a,7,1953-01-25,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,221-Rue-Saint-Honore---75015-Paris,60,1638440F,Foley-Adeline,0,10,Soltero/a,14,1958-06-05,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,3--Rue-de-Brey---75003-Paris,96,2621466H,Howard-Edgar,1,5,Divorciado/a,6,1922-12-03,Gerentes-&-Directivos
Empresa,Sur-Europa,Espana,Sotarroni-66-08015-Barcelona,72,1507358A,Avani,NULL,19,NULL,12,1946-07-15,Catering
Mujer,Norte-Europa,Reino-Unido,47-Welbeck-Street--London-WC2E-8QH,60,2228224M,Mclean-Deborah,2,7,Divorciado/a,4,1958-09-02,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,41-North-Audley-Street--London-NW1,48,2293769T,Thornton-David,0,8,Soltero/a,3,1970-09-06,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,19-Place-du-Pantheon---75003-Paris,65,0655407W,Wiffort-Eileen,1,9,Casado/a,3,1953-02-11,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,C/-Valencia-28-08017-Barcelona,69,2228239S,Soto-Ros-Marcos,2,8,Casado/a,0,1949-10-28,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,196-198-Fulham-Road--London-NW1,79,3473419A,Archer-Caroline,2,9,Divorciado/a,5,1939-03-29,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,16-Albemarle-Street--London-SW1,78,3276832N,Nirut,NULL,15,NULL,12,1940-12-11,Catering
Hombre,Norte-Europa,Reino-Unido,Beeston-Place--Grosvenor-Gardens--Victoria--London-SW1,87,3604527H,Howard-Tony,3,19,Casado/a,16,1931-07-01,Ingenieros-&-Especialistas
Mujer,Sur-Europa,Espana,C/-Dos-de-mayo-65-08021-Barcelona,70,3407897R,Ribas-Cuerva-Cristina,0,8,Soltero/a,7,1948-04-13,Gerentes-&-Directivos
Mujer,Sur-Europa,Espana,C/-Calabria-97-08027-Barcelona,81,2228264B,Ballester-Cano-Cecilia,0,8,Soltero/a,12,1937-09-30,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,97-Great-Russell-Street--London-EC1,74,3866664C,Calder-Charles,0,6,Divorciado/a,6,1944-06-23,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,15-Bury-St--St-James'S--London-NW1,76,2359306P,Parsons-Caroline,0,9,Soltero/a,3,1942-10-02,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,19-Place-du-Pantheon---75003-Paris,70,0393216S,Sullivan-Emily,3,13,Casado/a,11,1948-01-28,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Piazza-Unita-Italiana--6--Florencia,56,2097160E,Escudero-Domingo-Jorge,2,7,Casado/a,4,1963-01-14,Gerentes-&-Directivos
Mujer,Norte-Europa,Reino-Unido,90-Rue-Truffaut---75003-Paris,82,1507334S,Sawyer-Deborah,0,7,Soltero/a,6,1936-09-10,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,717-SE-17th-St -Fort-Lauderdale--FL-33022,66,1572870M,Mackintosh-Grant,3,7,Divorciado/a,6,1952-04-29,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Verge-D'Agost-56-08030-Barcelona,80,3080225S,Saez-Abellan-Valentin,2,8,Casado/a,5,1938-02-11,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,13-North-Hill--Highgate--London-SW1,95,2818103A,Avi,NULL,46,NULL,26,1923-03-09,Catering
Hombre,Sur-Europa,Espana,Gran-Via--76--Madrid-28021,40,3276807B,Bosch-Perez-Ricardo,0,6,Soltero/a,0,1978-11-16,Ingenieros-&-Especialistas
Empresa,Sur-Europa,Espana,C/-Palencia-19-08024-Barcelona,62,0000061F,Ferry-Restaurant,NULL,8,NULL,9,1956-05-17,Alimentacion
Hombre,Norteamerica,Estados-Unidos,4151-E-10-Ln -Hialeah--FL-33015,72,1769513S,Stratton-Arthur,0,5,Casado/a,0,1946-07-26,Gerentes-&-Directivos
Mujer,Sur-Europa,Espana,Piazza-Santa-Maria-Novella--8--Florencia,46,3407914G,Garcia-Rojo-Pilar,2,8,Casado/a,9,1972-08-26,Ingenieros-&-Especialistas
Mujer,Sur-Europa,Espana,Corso-Buenos-Aires-18 --Milano,56,0196632C,Corrales-Diaz-Monica,2,7,Casado/a,6,1962-05-14,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,Baaderstrasse-2-4--Munchen,77,1114141N,Nikunj,NULL,14,NULL,15,1941-03-19,Catering
Hombre,Sur-Europa,Espana,Via-del-Mare-93 --Milano,55,2097155M,Moreno-Muniesa-Eduardo,0,10,Divorciado/a,6,1963-11-27,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,4-Wood-Lane--London-SW1,39,0524336S,Spencer-Clare,0,16,Soltero/a,12,1979-07-02,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Via-Filippo-Turati--62/64-Roma,73,3080252J,Jimenez-Grau-Alejandra,0,9,Soltero/a,1,1945-07-22,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,via-Gioberti--36-Roma,76,2424868F,Fuentes-Mohedano-Ricardo,3,9,Divorciado/a,5,1942-10-18,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,C/-Palomares-24-08024-Barcelona,86,2687023M,Marti-Marquez-Eduardo,0,8,Divorciado/a,7,1932-04-19,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Via-Barbadori--2--Florencia,42,1245223G,Gil-Montoya-Narciso,0,9,Soltero/a,5,1976-10-03,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Cronista-Jordan-19-08028-Barcelona,79,0065550P,Piqueras-Nieto-Luis,1,8,Casado/a,10,1939-08-12,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Av.-Diagonal-66-08022-Barcelona,46,0000048E,Espina-Castillo-Ramon,0,5,Casado/a,4,1972-07-23,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,68-Rue-Beaunier---75001-Paris,67,0917515M,Mclean-James,0,8,Casado/a,6,1951-04-07,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,50-Lancaster-Gate--London-EC1,78,2686991A,Appleton-Edward,2,6,Casado/a,5,1940-06-20,Gerentes-&-Directivos
Mujer,Norte-Europa,Reino-Unido,119-Portland-Road--London-W2,81,4128803A,Arnoop-Clare,0,6,Divorciado/a,0,1937-03-06,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Borgo-San-Lorenzo-35-37r--Florencia,96,3538969A,Almirall-Castrillo-Pedro,0,9,Casado/a,5,1922-09-14,Ingenieros-&-Especialistas
Empresa,Sur-Europa,Espana,Via-Vare--32 --Milano,66,4063254N,Norma,NULL,10,NULL,12,1952-08-27,Catering
Empresa,Sur-Europa,Espana,via-Sicilia--24-Roma,53,0000005E,Embers,NULL,10,NULL,7,1965-09-09,Servicios
Hombre,Norteamerica,Estados-Unidos,363-7th-Ave -New-York--NY-10003,79,3801149B,Barclay-David,2,15,Casado/a,7,1939-12-06,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,77-Dean-Street--London-W2,82,1245240S,Shaver-Cristopher,0,9,Divorciado/a,10,1936-01-27,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,via-L.-Luttazzi--31-Roma,66,3801114L,Lorenzo-Feliu-Itziar,3,5,Casado/a,6,1952-11-12,Gerentes-&-Directivos
Mujer,Norte-Europa,Reino-Unido,11-15-Swallow-Street-(Picadilly)--London-SW1,83,0262165W,Walker-Caroline,2,8,Casado/a,6,1935-11-09,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,61-Reade-St -New-York--NY-10006,41,0655385W,Wiffort-Eve,0,12,Soltero/a,14,1977-08-02,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,19-Rue-du-Mont-Dore---75015-Paris,47,1835048E,Emily's,NULL,21,NULL,17,1971-11-08,Servicios
Mujer,Sur-Europa,Espana,Via-Oche-15--Florencia,42,3407899M,Marques-Acereda-Julia,0,8,Soltero/a,5,1976-10-11,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,349-Broadway-Fl-1 -New-York--NY-10016,71,0786459E,Efemey-Charles,0,5,Casado/a,8,1947-09-01,Ingenieros-&-Especialistas
Empresa,Norte-Europa,Reino-Unido,12-Rue-Keppler---75003-Paris,95,0327742F,Free-salvation,NULL,11,NULL,7,1923-06-04,Servicios
Mujer,Norteamerica,Estados-Unidos,106-W-32nd-St -New-York--NY-10003,51,4128777S,Scanlon-Eileen,3,8,Casado/a,3,1967-12-05,Architectos-Decoradores-&-Humanistas
Hombre,Norteamerica,Estados-Unidos,491-1st-Ave -New-York--NY-10004,55,1835015W,Wigens-Daniel,0,8,Soltero/a,2,1963-10-12,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Via-Broletto-47-*-Milano--Milano,80,0458776F,Fuentes-Mohedano-Miguel,3,7,Casado/a,3,1938-03-28,Gerentes-&-Directivos
Mujer,Norte-Europa,Reino-Unido,9-Russell-Street--London-NW1,58,1245215H,Holmes-Dorothy,3,9,Casado/a,6,1960-09-26,Gerentes-&-Directivos
Empresa,Sur-Europa,Espana,Viale-Regina-Margherita-15 --Milano,88,1835056T,Tajo,NULL,11,NULL,11,1931-01-11,Catering
Mujer,Norte-Europa,Reino-Unido,2-Bellevue-Road--London-SW1,40,1769522B,Barney-Caroline,0,7,Soltero/a,6,1978-10-11,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,62-Windmill-Croft-Quay--Liverpool-L70-2DH,46,3276845H,Hetfield-Agatha,2,7,Casado/a,8,1972-08-30,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,8-Place-Marguerite-de-Navarre---75003-Paris,45,3276810G,Grubb-Tony,3,7,Casado/a,9,1973-01-16,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,1799-SE-17th-St -Fort-Lauderdale--FL-33020,66,0589827L,Langford-Andrew,0,7,Soltero/a,6,1952-07-26,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,Theresienstr.--Munchen,39,0327693P,Payne-Nicholas,0,9,Soltero/a,0,1979-02-07,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,via-Pineta-Sacchetti--43-Roma,48,2490370E,Espada-Benegas-Nestor,2,10,Divorciado/a,5,1970-05-31,Ama-de-Casa
Mujer,Norte-Europa,Reino-Unido,Bucklersbury-House--Cannon-Street--London-NW1,46,0917533A,Ashton-Eve,0,9,Soltero/a,6,1972-09-23,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,Hochstrasse-3--Munchen,80,0917548M,Morris-Peter,2,19,Viudo/a,19,1938-10-12,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,41-Tavistock-Crescent--London-NW1,91,1114152L,Locklin-Charles,0,8,Casado/a,8,1927-05-18,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,Terminalstrasse-20--Munchen,53,0327684W,Walsh-Grant,3,13,Casado/a,19,1965-02-16,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,Pont-De-La-Petxina-97-08029-Barcelona,99,1638413P,Padilla-Valverde-Meritxell,0,9,Soltero/a,13,1919-06-02,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,11-Rue-des-Batignolles---75015-Paris,78,1310748W,Wood-Edward,0,18,Soltero/a,16,1940-12-29,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,15-Montague-Street--London-EC1,98,3604480M,Mclean-Andrew,2,13,Casado/a,19,1920-11-21,Ama-de-Casa
Hombre,Norte-Europa,Reino-Unido,26-Virginia-Street--Liverpool-L70-2DH,67,1572907R,Riggs-Michael,2,9,Casado/a,3,1951-08-11,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,1-Rue-Brey-19-Avenue-de-Wagram---75003-Paris,50,1310733B,Bush-Henry,3,6,Casado/a,0,1968-09-23,Ama-de-Casa
Empresa,Norteamerica,Estados-Unidos,1-New-York-Plz -New-York--NY-10012,43,2686986T,Tarana,NULL,15,NULL,16,1975-08-28,Catering
Hombre,Sur-Europa,Espana,Fuencarral--17--1o--Madrid-28034,50,1572867O,Olivares-Pelaez-Narciso,0,7,Soltero/a,5,1968-08-25,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,11-13-Frith-Street--London-W2,43,1572927C,Collin,NULL,16,NULL,12,1975-01-17,Catering
Mujer,Norteamerica,Estados-Unidos,Miami-Beach--FL-33017,80,3080241W,Walsh-Jane,0,11,Casado/a,10,1938-05-28,Gerentes-&-Directivos
Mujer,Sur-Europa,Espana,Cid-97-08016-Barcelona,45,2097204H,Hernandez-Borrell-Pilar,2,8,Casado/a,9,1973-03-16,Ingenieros-&-Especialistas
Mujer,Sur-Europa,Espana,Benicadell-35-08019-Barcelona,49,3342365S,Sanz-Ruiz-Monica,0,8,Casado/a,9,1969-10-28,Doctores-&-Profesionales-de-la-Salud
Empresa,Norte-Europa,Reino-Unido,Kreuzkapellenstr.-88--Munchen,83,2621502N,Noah,NULL,12,NULL,8,1935-03-01,Catering
Hombre,Norteamerica,Estados-Unidos,10800-Collins-Ave -Miami--FL-33026,73,3342350O,O'Connor-James,3,13,Divorciado/a,8,1945-12-28,Gerentes-&-Directivos
Mujer,Norte-Europa,Reino-Unido,29-Rue-Dumont-d'Urville---75003-Paris,42,0720944B,Birch-Mary,0,6,Soltero/a,5,1976-01-25,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,130-Sussex-Gardens--London-EC1,40,2097165L,Locklin-Brian,0,6,Casado/a,5,1978-05-28,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,1159-W-68th-St -Hialeah--FL-33018,48,0851993C,Coleman-Eve,2,7,Divorciado/a,3,1970-11-12,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,via-Lombardia--30-Roma,43,1245241R,Roca-Sacristan-Eduard,0,9,Soltero/a,9,1975-04-06,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,3-5-Mill-Street--London-W2,82,0458761W,Wood-Elisabeth,2,6,Divorciado/a,2,1936-07-09,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,138-140-Sussex-Gardens--London-EC1,45,0262147W,Wigens-Gregory,4,8,Casado/a,6,1973-12-22,Ingenieros-&-Especialistas
Empresa,Norte-Europa,Reino-Unido,33-Trevobir-Road--London-EC3,81,0196617D,Diner-Restaurant,NULL,22,NULL,22,1937-09-04,Alimentacion
Hombre,Norteamerica,Estados-Unidos,688-10th-Ave -New-York--NY-10009,41,1900584N,Needham-Edward,0,6,Casado/a,3,1977-10-14,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,Fort-Lauderdale--FL-33026,55,1572888G,Gadd-Charles,0,8,Casado/a,9,1963-12-01,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,Cervantes-92-08014-Barcelona,57,3211308N,Noleen,NULL,7,NULL,17,1961-10-10,Servicios
Mujer,Norte-Europa,Reino-Unido,63-Rue-de-Richelieu---75003-Paris,79,0262173B,Burr-Eve,0,10,Soltero/a,7,1939-07-23,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,Cervantes-34---2o--Madrid-28020,74,3407917C,Cortile-Restaurant,NULL,11,NULL,9,1944-01-27,Alimentacion
Mujer,Norteamerica,Estados-Unidos,68-E-Broadway -New-York--NY-10010,90,0720904M,Marshall-Esther,3,13,Casado/a,15,1928-12-09,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,60-E-3-St -Hialeah--FL-33029,43,2490413M,Mckean-Alexander,0,10,Soltero/a,5,1975-11-02,Gerentes-&-Directivos
Mujer,Sur-Europa,Espana,Via-Lazzaro-Palazzi-18 --Milano,71,2424843C,Carrasco-Carmona-Carmen,3,9,Casado/a,18,1947-08-21,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,170-172-Sussex-Gardens--London-EC1,89,3932211B,Bance-Thomas,0,14,Soltero/a,19,1929-11-02,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,via-C.-Merry-del-Val--13--Milano,106,2031650M,Mariscal-Ordonez-Magdalena,0,10,Soltero/a,5,1912-11-27,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Narrow-Street--London-NW1,40,3145730D,Docherty-Hugh,0,10,Soltero/a,2,1978-05-27,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,84-7th-Ave-S -New-York--NY-10010,71,3801103R,Riggs-Nicholas,0,11,Casado/a,10,1947-09-28,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,633-NE-167th-St -Miami--FL-33011,65,0065565P,Price-Eric,0,10,Soltero/a,9,1953-12-16,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,30-Claremont-Terrace--Liverpool-L69-3BX,57,2949173G,Gormeley-Charles,0,7,Casado/a,4,1961-08-08,Gerentes-&-Directivos
Empresa,Sur-Europa,Espana,Via-Finocchiaro-Aprile-2 --Milano,50,1376292N,Nikhita,NULL,13,NULL,9,1968-02-04,Catering
Hombre,Sur-Europa,Espana,C/-Diputacion-12-08025-Barcelona,73,1376277A,Aparicio-Arques-Jaume,3,6,Divorciado/a,1,1945-05-16,Gerentes-&-Directivos
Mujer,Sur-Europa,Espana,Area-Servizio-Assago-Sud-tang--Assago --Milano,43,0720948O,Ortega-Gisbert-Pilar,0,5,Soltero/a,6,1975-08-26,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,22-Rue-Danielle-Casanova---75002-Paris,80,2555929W,Warmick-Ernest,0,10,Soltero/a,2,1938-02-04,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,via-Marsala--22-Roma,67,0720928I,Itsmo-presente,NULL,63,NULL,30,1951-05-21,Servicios
Mujer,Norte-Europa,Reino-Unido,Schwanthalerstrasse-15--Munchen,43,1507390C,Corns-Clare,0,12,Soltero/a,9,1975-07-01,Economistas-Abogados-&-Admin.Empresas
Empresa,Norte-Europa,Reino-Unido,13-Rue-Marsollier---75001-Paris,90,0852001A,Azhar,NULL,15,NULL,13,1928-11-29,Catering
Hombre,Sur-Europa,Espana,Salud--21--Madrid-28010,73,0458805P,Pellisa-Galcera-Luis,0,7,Soltero/a,1,1946-01-09,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Miguel-Angel--3--Madrid-28022,79,1769533S,Sanchez-Noguera-Marcos,3,8,Casado/a,6,1939-11-17,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,Baumkirchner-Strasse-17--Munchen,92,3997738H,Hale-Pizzeria,NULL,13,NULL,12,1926-11-19,Alimentacion
Mujer,Sur-Europa,Espana,via-IV-Novembre--154-Roma,57,4063278C,Callejo-Valls-Itziar,0,6,Divorciado/a,4,1961-10-01,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,C/-Primavera-49-08022-Barcelona,106,2818054B,Blasco-Heredia-Alberto,0,8,Soltero/a,8,1912-05-21,Gerentes-&-Directivos
Mujer,Norte-Europa,Reino-Unido,144-Rue-de-la-Tombe-Issoire---75001-Paris,55,0983094Y,Youngman-Judith,0,27,Divorciado/a,26,1963-02-08,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Via-Ugo-Tarchetti-2 --Milano,76,3538996B,Burguera-Liria-Agustin,0,8,Divorciado/a,1,1942-11-13,Ingenieros-&-Especialistas
Empresa,Norte-Europa,Reino-Unido,8-Russia-Row--London-NW1,47,3997714T,Tasha,NULL,48,NULL,19,1971-03-17,Catering
Hombre,Norte-Europa,Reino-Unido,Edgware-Road--London-EC1,108,0852023H,Holmes-Grant,3,16,Divorciado/a,12,1910-07-02,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,8-Rue-Duphot---75003-Paris,42,0851984N,Nimayak,NULL,96,NULL,34,1976-10-04,Catering
Hombre,Sur-Europa,Espana,Gran-Via--25--Madrid-28012,75,4128810R,Riera-Herranz-Paco,2,11,Casado/a,9,1943-11-27,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Corso-Di-Porta-Vigentina-46 --Milano,42,1376295R,Riera-Herranz-Agustin,0,13,Soltero/a,16,1977-01-02,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,7995-Pembroke-Rd -Pembroke-Pines--FL-33030,71,3342347T,Thornton-David,0,10,Casado/a,0,1947-03-09,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,615-5-St -Miami--FL-33010,105,3538974S,Shannon-William,0,7,Soltero/a,3,1913-04-20,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,113-Thompson-St -New-York--NY-10014,51,0655392M,Mills-Jhon,0,8,Soltero/a,12,1967-09-24,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,535-King'S-Road--London-SW1,63,1114170T,Taylor-Dorothy,0,7,Divorciado/a,5,1955-07-27,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,423-16-St -Miami--FL-33014,89,0065587S,Spencer-Brian,0,10,Soltero/a,3,1929-04-20,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,163-Varick-St -New-York--NY-10010,77,2490380K,Kodan-Mark,0,10,Soltero/a,3,1941-06-05,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Via-Senigallia-6 --Milano,80,3997741C,Calvo-Alonso-Marc,2,8,Casado/a,5,1938-06-03,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,Via-Spallanzani-27 --Milano,48,2424875E,Estrada-Guerrero-Elvira,0,5,Soltero/a,1,1970-04-14,Economistas-Abogados-&-Admin.Empresas
Empresa,Norteamerica,Estados-Unidos,13-Doyers-St -New-York--NY-10013,83,3407931W,World-Bar,NULL,8,NULL,0,1935-12-31,Alimentacion
Hombre,Norte-Europa,Reino-Unido,Povey-Cross-Road--London-EC1,43,2752552Y,Youngman-Cristopher,0,11,Soltero/a,9,1975-02-20,Doctores-&-Profesionales-de-la-Salud
Empresa,Norteamerica,Estados-Unidos,104-Front-St -Brooklyn--NY-10010,54,2555916J,Jupiter-Steakhouse,NULL,14,NULL,14,1964-06-07,Alimentacion
Empresa,Sur-Europa,Espana,Via-dei-Chiavari-4--Milano,53,2949128E,Ethan,NULL,11,NULL,6,1965-11-02,Catering
Mujer,Norte-Europa,Reino-Unido,Schillerstrasse-24--Munchen,70,0065547T,Thornton-Eve,0,8,Soltero/a,8,1948-03-29,Gerentes-&-Directivos
Empresa,Norteamerica,Estados-Unidos,240-E-81st-St -New-York--NY-10009,43,2490404T,Tea-Restaurant,NULL,31,NULL,28,1975-07-14,Alimentacion
Hombre,Norteamerica,Estados-Unidos,413-10th-Ave -New-York--NY-10015,82,1376288B,Burton-Tom,0,15,Soltero/a,13,1936-05-21,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Via-G-Galilei-2 --Milano,70,0852030A,Acedo-Gomez-Agustin,4,7,Casado/a,4,1948-05-31,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,C/-Harmonia-41-08012-Barcelona,88,3997709F,Fuentes-Mohedano-Oscar,4,6,Viudo/a,2,1930-05-04,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,C/-Dos-de-mayo-65-08021-Barcelona,107,1310780P,Prieto-Puig-Francisco,0,10,Soltero/a,9,1911-12-12,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Viale-Lombardia-55 --Milano,50,3866625M,Moreno-Muniesa-Serafin,2,9,Divorciado/a,5,1968-01-26,Ingenieros-&-Especialistas
